date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-10-07 18:55:08,CoinDesk,,46,171,351,"FEATURE: EOS investors can't say they weren't warned. http://ow.ly/rVnF30m7B5a",,,,1049010252627288064,https://twitter.com/CoinDesk/status/1049010252627288064
2018-09-22 19:05:12,CoinDesk,,12,102,233,"FEATURE: Bancor, one of the most popular and valuable decentralized applications on #ethereum, is expanding to the EOS #blockchain.http://ow.ly/pMTA30lUj5y",,,#ethereum #blockchain,1043576965737922561,https://twitter.com/CoinDesk/status/1043576965737922561
2018-09-17 18:01:14,CoinDesk,,38,305,640,"BREAKING: Ethereum Dapp Bancor Is Expanding to EOS for Fast, Free Transactions http://ow.ly/gSQk30lR6KR",,,,1041748928738189312,https://twitter.com/CoinDesk/status/1041748928738189312
2018-09-08 18:50:11,CoinDesk,,13,43,118,"""I'm having conversations with at least one group a week about, 'These are the challenges we're having on so-and-so platform, we want to come onto EOS.'"" http://ow.ly/Qg0330lImfo",,,,1038499759210876928,https://twitter.com/CoinDesk/status/1038499759210876928
2018-09-07 14:44:01,CoinDesk,,8,46,96,"Creating a new account on EOS is now easier after 15 block producers approved a protocol change making it cheaper and providing free RAM. http://ow.ly/5LEw30lJ6zR",,,,1038075419612852225,https://twitter.com/CoinDesk/status/1038075419612852225
2018-09-04 08:07:17,CoinDesk,,17,57,120,"With lightning speeds and zero fees, EOS blows other blockchains out of the water for user experience. For dapp developers, though, it's proving costly. http://ow.ly/ZnyT30lFJYb",,,,1036888417160912896,https://twitter.com/CoinDesk/status/1036888417160912896
2018-08-27 21:10:08,CoinDesk,,0,10,26,"Listen to the latest episode of our #LateConfirmation #podcast: EOS The World Turns. http://ow.ly/5Hb130lzNIa pic.twitter.com/3R7kreTnrH",,,#LateConfirmation #podcast,1034186324524392449,https://twitter.com/CoinDesk/status/1034186324524392449
2018-08-27 08:02:39,CoinDesk,,9,43,80,"With Nearly $200 Million on the Line, EOS Is Building A Voting System https://www.coindesk.com/with-nearly-200-million-on-the-line-eos-is-building-a-voting-system/ …pic.twitter.com/LA17zsZEZH",,,,1033988145145098241,https://twitter.com/CoinDesk/status/1033988145145098241
2018-08-24 19:30:22,CoinDesk,,8,44,81,"According to new research from Chainalysis, the price of USDT now correlates not only with that of bitcoin but also EOS and NEO, among others, via @cryptohttp://ow.ly/cGTO30lxGSE",,@cryptohttp,,1033074053303738369,https://twitter.com/CoinDesk/status/1033074053303738369
2018-08-11 19:05:08,CoinDesk,,14,25,47,"How do you keep track of all the struggles and controversies surrounding EOS? http://ow.ly/53Yc30lmgV4",,,,1028356658622341120,https://twitter.com/CoinDesk/status/1028356658622341120
2018-08-10 21:45:07,CoinDesk,,1,8,22,"Listen to the latest episode of #LateConfirmation: EOS Is Forking and Forking and Forking. Thanks to our sponsor @OxfordSBS. http://ow.ly/ruut30lmnhs pic.twitter.com/73RVwOFe8w",,@OxfordSBS,#LateConfirmation,1028034534628052993,https://twitter.com/CoinDesk/status/1028034534628052993
2018-08-10 08:08:20,CoinDesk,,4,29,37,"Fed Up and Forking: Rival EOS Blockchains Are Becoming a Reality http://bit.ly/2OYISJK pic.twitter.com/PaIqfgcMFS",,,,1027828985701564416,https://twitter.com/CoinDesk/status/1027828985701564416
2018-08-08 12:55:10,CoinDesk,,7,28,48,"The EOS #blockchain finally launched after raising over $4bn in a year long ICO, but not everything was smooth sailing. Find out more in Coindesk’s Q2 State of Blockchain report. http://ow.ly/UQA930liNTn pic.twitter.com/oOq337v1Df",,,#blockchain,1027176390393774080,https://twitter.com/CoinDesk/status/1027176390393774080
