,Date,close,volumefrom,volumeto,OBV,VOLALITY7day
66,2015-04-14,0.008270999999999999,0.0,0.0,66512.09,39.74
67,2015-04-15,0.008270999999999999,0.0,0.0,66512.09,39.8
68,2015-04-16,0.008270999999999999,0.0,0.0,66512.09,8.965
69,2015-04-17,0.008270999999999999,0.0,0.0,66512.09,8.965
70,2015-04-18,0.008270999999999999,0.0,0.0,66512.09,0.0
71,2015-04-19,0.003565,282.07,1.078,66230.02,226.48
72,2015-04-20,0.003565,0.0,0.0,66230.02,226.48
73,2015-04-21,0.004,3003.19,10.71,66230.02,234.65
74,2015-04-22,0.008274,0.0,0.0,66230.02,329.57
75,2015-04-23,0.008020000000000001,0.1737,0.0013369999999999999,66229.85,329.67
76,2015-04-24,0.008020999999999999,0.0,0.0,66229.85,329.67
77,2015-04-26,0.008055,5.678,0.04371,66235.53,194.18
78,2015-04-29,0.0085,2.635,0.030010000000000002,66233.63,36.33
79,2015-04-30,0.008499,0.6828,0.005995,66232.95,36.34
80,2015-05-01,0.008440999999999999,3.071,0.02518,66229.88,34.59
81,2015-05-02,0.007803,1.238,0.0061920000000000005,66228.64,41.36
82,2015-05-03,0.008165,0.6175,0.002779,66229.26,40.95
83,2015-05-04,0.0078,1.4980000000000002,0.007488,66227.76,43.54
84,2015-05-05,0.00772,0.0,0.0,66227.76,27.86
85,2015-05-07,0.006659999999999999,0.0,0.0,66227.76,47.63
86,2015-05-08,0.0078,0.0,0.0,66227.76,68.66
87,2015-05-09,0.006659999999999999,0.0,0.0,66227.76,78.13
88,2015-05-10,0.006659999999999999,0.0,0.0,66227.76,78.5
89,2015-05-11,0.007499,890.07,4.012,66227.76,87.89
90,2015-05-12,0.006659999999999999,0.0,0.0,66227.76,92.69
91,2015-05-13,0.007478,1.359,0.0108,66229.12,88.08
92,2015-05-14,0.006484,0.0,0.0,66229.12,84.0
93,2015-05-16,0.006481000000000001,12.12,0.1373,66755.58,73.28
94,2015-05-17,0.006116,10.91,0.08675,66744.67,62.03
95,2015-05-18,0.0046,0.0,0.0,66744.67,91.07
96,2015-05-19,0.005006,0.0,0.0,66744.67,86.02
97,2015-05-20,0.005002,0.0,0.0,66744.67,83.61
98,2015-05-21,0.005002,0.0,0.0,66744.67,83.6
99,2015-05-23,0.0050030000000000005,0.0,0.0,66744.67,168.32
100,2015-05-24,0.00747,1.442,0.01082,66746.11,180.07
101,2015-05-25,0.007238,296.8,1.87,66449.31,182.55
102,2015-05-27,0.005526,0.0,0.0,68823.42,409.34
103,2015-05-29,0.0081,0.0,0.0,71984.91,496.4
104,2015-05-30,0.009000000000000001,2735.04,31.15,74719.95,486.08
105,2015-05-31,0.0056,1595.17,12.7,73124.78,505.28
106,2015-06-01,0.00857,1792.91,13.45,74917.69,470.63
107,2015-06-02,0.005606,17779.94,137.57,92697.63,394.0
108,2015-06-03,0.008919,663.8,5.5760000000000005,93361.43,307.31
109,2015-06-04,0.008919,164.88,1.237,93361.43,265.56
110,2015-06-05,0.008919,0.0,0.0,93361.43,263.99
111,2015-06-06,0.008919,0.0,0.0,93361.43,216.77
112,2015-06-07,0.008917,0.0,0.0,93361.43,185.39
113,2015-06-08,0.008068,0.0,0.0,93361.43,133.0
114,2015-06-09,0.008068,0.0,0.0,93361.43,26.91
115,2015-06-10,0.008068,0.0,0.0,93361.43,26.91
116,2015-06-11,0.008,0.0,0.0,93361.43,26.55
117,2015-06-12,0.0079,1360.62,11.7,92000.81,26.01
118,2015-06-13,0.008,0.0,0.0,92000.81,27.08
119,2015-06-14,0.0084,4474.45,39.03,96475.26,14.73
120,2015-06-16,0.0098,218.28,2.4859999999999998,96259.77,210.49
121,2015-06-18,0.01139,2190.53,24.95,96259.77,254.92
122,2015-06-19,0.0141,0.0,0.0,96259.77,257.33
123,2015-06-20,0.01,988.02,8.794,95271.75,283.69
124,2015-06-21,0.01025,569.76,6.289,95841.51,223.34
125,2015-06-22,0.01025,0.0,0.0,95841.51,190.61
126,2015-06-23,0.0115,370.12,4.085,96211.63,144.59
127,2015-06-24,0.0115,2546.49,28.11,96211.63,124.18
128,2015-06-25,0.0122,2713.73,30.97,98925.36,107.07
129,2015-06-27,0.0118,0.0,0.0,102653.09,50.27
130,2015-06-28,0.01146,0.0,0.0,102653.09,52.04
131,2015-06-30,0.01135,217.84,1.8730000000000002,102870.93,44.34
132,2015-07-01,0.01135,0.0,0.0,102870.93,39.87
133,2015-07-03,0.0109,0.0,0.0,102870.93,17.51
134,2015-07-04,0.00885,5.141,0.06412999999999999,102865.79,55.93
135,2015-07-05,0.01025,1175.7,10.23,104041.49,75.84
136,2015-07-06,0.0092,5.9670000000000005,0.06232000000000001,104035.52,78.2
137,2015-07-07,0.0097,3946.48,44.78,107982.0,81.49
138,2015-07-08,0.0084,1996.46,17.37,105985.54,87.51
139,2015-07-09,0.008976999999999999,0.0,0.0,105985.54,92.43
140,2015-07-10,0.00825,0.0,0.0,105985.54,76.58
141,2015-07-11,0.008251,845.38,9.299,106830.92,58.13
142,2015-07-12,0.0081,0.0,0.0,106830.92,53.3
143,2015-07-13,0.0088,0.0,0.0,106830.92,57.38
144,2015-07-14,0.0088,0.0,0.0,106830.92,39.98
145,2015-07-15,0.0079,0.0,0.0,106830.92,44.96
146,2015-07-16,0.0079,0.0,0.0,106830.92,40.14
147,2015-07-17,0.008,0.0,0.0,106830.92,40.47
148,2015-07-18,0.0079,0.0,0.0,106830.92,40.34
149,2015-07-19,0.008444,0.0,0.0,106830.92,37.41
150,2015-07-20,0.008438,0.0,0.0,106830.92,37.4
151,2015-07-21,0.0082,0.4509,0.003404,106830.47,21.54
152,2015-07-22,0.0076,1.075,0.005918,106830.47,31.05
153,2015-07-23,0.0075,0.0,0.0,106830.47,30.45
154,2015-07-24,0.0077,0.0,0.0,106830.47,32.0
155,2015-07-25,0.0083,0.0,0.0,106830.47,33.67
156,2015-07-26,0.0079,0.0,0.0,106830.47,35.87
157,2015-07-27,0.00875,0.0,0.0,106830.47,46.1
158,2015-07-28,0.00875,0.0,0.0,106830.47,37.37
159,2015-07-29,0.0087,0.0,0.0,106830.47,36.78
160,2015-07-30,0.0086,0.0435,0.0003282,106830.51,38.03
161,2015-07-31,0.008409999999999999,0.0,0.0,106830.51,34.28
162,2015-08-01,0.0085,0.0,0.0,106830.51,29.96
163,2015-08-02,0.0085,0.0,0.0,106830.51,7.451
164,2015-08-03,0.0082,0.0,0.0,106830.51,10.9
165,2015-08-04,0.0086,1000.0,9.25,107830.51,19.29
166,2015-08-05,0.00801,0.0,0.0,107830.51,26.99
167,2015-08-06,0.008013,0.0,0.0,107830.51,26.91
168,2015-08-07,0.009000000000000001,0.0,0.0,107830.51,43.29
169,2015-08-08,0.0087,0.0,0.0,107830.51,44.87
170,2015-08-10,0.0085,0.0,0.0,108110.41,49.75
171,2015-08-11,0.00801,0.0,0.0,108110.41,48.42
172,2015-08-12,0.0085,0.0,0.0,108110.41,50.99
173,2015-08-13,0.00801,0.0,0.0,108110.41,39.85
174,2015-08-14,0.00801,0.0,0.0,108110.41,39.82
175,2015-08-15,0.008999,0.0,0.0,108110.41,51.05
176,2015-08-16,0.0085,0.0,0.0,108110.41,48.78
177,2015-08-17,0.00875,355.0,2.8930000000000002,108465.41,45.09
178,2015-08-18,0.007778,0.0,0.0,108465.41,54.14
179,2015-08-19,0.00875,0.0,0.0,108465.41,61.89
180,2015-08-20,0.007969,0.0,0.0,108465.41,68.58
181,2015-08-21,0.00801,0.0,0.0,108465.41,57.72
182,2015-08-22,0.006999999999999999,0.0,0.0,108465.41,65.4
183,2015-08-23,0.008,0.0,0.0,108465.41,78.64
184,2015-08-24,0.0067,0.0,0.0,108465.41,86.64
185,2015-08-25,0.00875,0.0,0.0,108465.41,113.21
186,2015-08-26,0.00875,0.0,0.0,108465.41,109.22
187,2015-08-27,0.005508,0.037110000000000004,0.00027919999999999996,108465.37,169.24
188,2015-08-28,0.00873,0.0,0.0,108465.37,216.38
189,2015-08-29,0.00873,0.0,0.0,108465.37,214.17
190,2015-08-30,0.006901000000000001,0.0,0.0,108465.37,219.17
191,2015-08-31,0.009536,3.05,0.029089999999999998,108468.42,225.47
192,2015-09-01,0.008711,0.0,0.0,108468.42,227.28
193,2015-09-02,0.009536,0.01255,0.00011970000000000001,108468.42,171.43
194,2015-09-03,0.009536,0.0,0.0,108468.42,123.3
195,2015-09-04,0.008,2.033,0.01711,108466.39,133.74
196,2015-09-05,0.00759,104.93,1.0,108361.46,115.34
197,2015-09-06,0.007999,0.0,0.0,108361.46,64.31
198,2015-09-07,0.008,0.0,0.0,108361.46,61.38
199,2015-09-08,0.0085,0.0,0.0,108361.46,57.35
200,2015-09-09,0.0077,8.209,0.06922,108353.25,60.55
201,2015-09-10,0.0079,1870.67,15.13,110223.92,41.27
202,2015-09-11,0.00755,2353.51,18.36,107870.41,40.54
203,2015-09-12,0.00746,0.0,0.0,107870.41,36.69
204,2015-09-13,0.00725,0.0,0.0,107870.41,36.7
205,2015-09-14,0.008,0.0,0.0,107870.41,44.24
206,2015-09-15,0.0074,0.0,0.0,107870.41,40.82
207,2015-09-16,0.0076,0.0,0.0,107870.41,40.89
208,2015-09-17,0.00725,0.0,0.0,107870.41,41.05
209,2015-09-18,0.0077,0.0,0.0,107870.41,44.69
210,2015-09-19,0.0072,1253.85,9.19,106616.56,48.29
211,2015-09-20,0.0076,786.51,4.931,107403.07,41.3
212,2015-09-21,0.0072,0.0,0.0,107403.07,38.2
213,2015-09-22,0.007499,0.051019999999999996,0.00037460000000000005,107403.12,39.36
214,2015-09-23,0.0067,1040.0,7.109,106363.12,48.7
215,2015-09-24,0.0075,0.0,0.0,106363.12,56.94
216,2015-09-25,0.006595999999999999,325.53,1.9140000000000001,106037.59,64.68
217,2015-09-26,0.005566,0.0,0.0,106037.59,71.7
218,2015-09-27,0.005901,0.0,0.0,106037.59,77.56
219,2015-09-28,0.005526,880.79,5.02,105156.8,73.95
220,2015-09-29,0.005526,0.0,0.0,105156.8,71.96
221,2015-09-30,0.00525,0.0,0.0,105156.8,54.73
222,2015-10-01,0.0058,0.0,0.0,105156.8,63.47
223,2015-10-02,0.00525,0.0,0.0,105156.8,50.75
224,2015-10-03,0.005005,0.0,0.0,105156.8,46.19
225,2015-10-04,0.0059,0.0,0.0,105156.8,66.65
226,2015-10-05,0.005797999999999999,92.81,0.5059,105063.99,67.06
227,2015-10-06,0.0055,2977.19,15.0,102086.8,67.18
228,2015-10-07,0.0051,0.0,0.0,102086.8,62.75
229,2015-10-08,0.0055,1900.25,9.527999999999999,103987.05,61.47
230,2015-10-09,0.00825,1.196,0.006031,103988.25,119.5
231,2015-10-10,0.005251,0.0,0.0,103988.25,181.9
232,2015-10-11,0.0055,0.4487,0.002262,103988.7,182.77
233,2015-10-12,0.0054,2163.02,12.56,101825.68,182.29
234,2015-10-13,0.005006,0.0,0.0,101825.68,182.29
235,2015-10-14,0.005051,9.453,0.04887,101835.13,180.67
236,2015-10-15,0.005412,229.44,1.193,101835.13,127.67
237,2015-10-16,0.005051,1862.54,9.713,99972.59,39.09
238,2015-10-17,0.005027,74.41,0.3824,99898.18,35.33
239,2015-10-19,0.0048,89.68,0.41600000000000004,100074.88,33.21
240,2015-10-20,0.0046,906.78,4.269,99168.1,33.94
241,2015-10-21,0.004492,833.34,3.8110000000000004,98334.76,20.27
242,2015-10-22,0.0046,0.0,0.0,98334.76,20.54
243,2015-10-23,0.0046,0.0,0.0,98334.76,20.8
244,2015-10-24,0.004492,109.0,0.5217,98225.76,19.13
245,2015-10-25,0.0051,197.43,0.9258,98423.19,40.64
246,2015-10-26,0.004794,0.1769,0.0008362,98423.01,43.08
247,2015-10-27,0.004445,2833.92,15.7,95589.09,48.23
248,2015-10-28,0.0040030000000000005,25060.76,115.18,70528.33,54.33
249,2015-10-29,0.005249,42836.23,196.08,113364.56,96.76
250,2015-10-30,0.005033,1135.9,5.3629999999999995,112228.66,97.63
251,2015-10-31,0.005033,0.0,0.0,112228.66,91.19
252,2015-11-01,0.0045,3057.62,15.9,109171.04,94.95
253,2015-11-02,0.0051,9893.64,50.71,119064.68,98.31
254,2015-11-03,0.0045,41424.94,194.28,77639.74,100.74
255,2015-11-04,0.0041,12486.55,54.6,65153.19,61.92
256,2015-11-05,0.004415,7275.86,32.31,72429.05,69.23
257,2015-11-06,0.00445,6062.17,28.31,78491.22,69.48
258,2015-11-07,0.004,473.11,2.164,78018.11,68.88
259,2015-11-08,0.004,0.0,0.0,78018.11,52.24
260,2015-11-09,0.00435,7977.09,36.02,78018.11,53.08
261,2015-11-10,0.0047,6068.56,26.5,84086.67,48.28
262,2015-11-11,0.005,4780.98,21.6,88867.65,47.26
263,2015-11-12,0.00434,4087.58,18.13,84780.07,64.69
264,2015-11-13,0.0048,5608.77,24.25,84780.07,60.06
265,2015-11-15,0.004308,6328.99,26.85,74826.26,72.62
266,2015-11-16,0.0044,8344.88,35.03,74826.26,68.78
267,2015-11-17,0.0041,378.45,1.629,74447.81,65.75
268,2015-11-18,0.004399,0.0,0.0,74447.81,59.84
269,2015-11-19,0.00439,0.0,0.0,74447.81,50.85
270,2015-11-20,0.004058,539.14,2.3169999999999997,73908.67,38.97
271,2015-11-21,0.004327,340.08,1.465,74248.75,42.41
272,2015-11-22,0.004397,2376.67,10.29,76625.42,42.22
273,2015-11-23,0.0042060000000000005,0.0,0.0,76625.42,38.87
274,2015-11-24,0.0042,2.23,0.009349,76623.19,32.54
275,2015-11-25,0.004065999999999999,9310.34,39.05,67312.85,33.1
276,2015-11-26,0.004,2.0,0.008440000000000001,67310.85,25.76
277,2015-11-27,0.004,5715.43,24.05,67310.85,14.8
278,2015-11-28,0.004,0.0,0.0,67310.85,12.51
279,2015-11-29,0.004,15726.1,65.92,67310.85,8.847999999999997
280,2015-11-30,0.00402,20928.33,87.63,88239.18,9.435
281,2015-12-01,0.00415,800.0,3.24,89039.18,10.36
282,2015-12-02,0.0041,8840.13,38.26,80199.05,9.702
283,2015-12-03,0.004799,34398.11,154.82,114597.16,42.14
284,2015-12-04,0.00425,8465.43,44.75,106131.73,59.04
285,2015-12-05,0.00475,26439.07,134.8,132570.8,64.7
286,2015-12-06,0.0045,1079.39,5.922000000000001,131491.41,68.42
287,2015-12-07,0.00624,14416.69,107.58,145908.1,107.96
288,2015-12-08,0.00735,29760.21,252.67,175668.31,106.99
289,2015-12-09,0.006498,29214.57,248.03,146453.74,119.24
290,2015-12-10,0.006,70055.11,572.04,76398.63,114.43
291,2015-12-11,0.006131,9137.55,78.05,67261.08,113.31
292,2015-12-12,0.0059,167.43,1.463,67093.65,112.22
293,2015-12-13,0.0058,63227.79,513.01,3865.86,65.71
294,2015-12-14,0.00475,505066.3,3348.1,-501200.44,52.65
295,2015-12-15,0.006,115800.05,718.3,-385400.39,94.15
296,2015-12-16,0.0056,1556.55,10.45,-386956.94,93.53
297,2015-12-17,0.0054,5739.11,36.91,-392696.05,93.05
298,2015-12-18,0.0055,3.262,0.02025,-392696.05,93.39
299,2015-12-19,0.0049,14285.71,88.0,-406981.76,97.54
300,2015-12-20,0.005108,10630.66,63.53,-396351.1,80.83
301,2015-12-21,0.0056,718.98,4.376,-395632.12,50.33
302,2015-12-22,0.0056,10000.0,58.8,-385632.12,46.79
303,2015-12-23,0.00475,0.0,0.0,-385632.12,64.74
304,2015-12-24,0.006693999999999999,1730.59,10.83,-383901.53,118.61
305,2015-12-25,0.0058,5000.0,32.0,-378901.53,121.83
306,2015-12-26,0.0051,0.0,0.0,-378901.53,128.61
307,2015-12-27,0.0049,1743.87,10.98,-380645.4,125.25
308,2015-12-28,0.005255,6.0,0.036680000000000004,-380639.4,127.72
309,2015-12-29,0.00535,9640.06,59.02,-370999.34,117.64
310,2015-12-31,0.0055,0.0,0.0,-371199.34,48.15
311,2016-01-01,0.005125,500.0,3.063,-371699.34,36.81
312,2016-01-02,0.0052,24.01,0.1477,-371675.33,34.4
313,2016-01-03,0.0051,0.0,0.0,-371675.33,28.79
314,2016-01-04,0.005,0.0,0.0,-371675.33,27.96
315,2016-01-05,0.005,2146.76,13.1,-371675.33,27.56
316,2016-01-06,0.005,13736.8,82.0,-371675.33,19.67
317,2016-01-07,0.005,11732.81,69.06,-371675.33,8.738
318,2016-01-08,0.004,15.03,0.09224,-371690.36,58.28
319,2016-01-09,0.0054,0.0,0.0,-371690.36,110.19
320,2016-01-10,0.0040100000000000005,44.43,0.2533,-371734.79,138.37
321,2016-01-11,0.005053,0.0,0.0,-371734.79,156.51
322,2016-01-12,0.00505,200.0,1.137,-371734.79,156.51
323,2016-01-13,0.00479,865.61,4.823,-372600.4,157.2
324,2016-01-14,0.00505,23969.9,127.5,-348630.5,140.95
325,2016-01-15,0.0048920000000000005,3095.7,15.17,-351726.2,113.02
326,2016-01-16,0.004917,644.99,3.158,-351081.21,67.96
327,2016-01-17,0.00511,110.78,0.5991,-350970.43,26.51
328,2016-01-18,0.0052450000000000005,961.59,5.056,-350008.84,27.25
329,2016-01-20,0.005241,4003.86,22.29,-337014.03,21.87
330,2016-01-21,0.005231,2808.94,14.61,-339822.97,18.59
331,2016-01-22,0.00512,13448.99,69.14,-353271.96,20.61
332,2016-01-23,0.005122,6947.04,35.58,-346324.92,17.88
333,2016-01-24,0.0051,15249.12,78.1,-361574.04,15.84
334,2016-01-25,0.005653,27468.66,148.66,-334105.38,32.44
335,2016-01-26,0.006511,147089.45,939.14,-187015.93,44.9
336,2016-01-27,0.005795000000000001,669.33,3.887,-187685.26,61.04
337,2016-01-28,0.00692,5033.24,33.37,-182652.02,72.51
338,2016-01-29,0.00633,20518.35,156.65,-203170.37,81.32
339,2016-01-30,0.006154,18271.24,106.16,-221441.61,82.58
340,2016-01-31,0.006697,5830.56,37.26,-215611.05,81.33
341,2016-02-01,0.006989,287.57,2.009,-215323.48,73.36
342,2016-02-02,0.006623,255.02,1.7630000000000001,-215578.5,65.33
343,2016-02-03,0.006633,52.58,0.35700000000000004,-215525.92,42.01
344,2016-02-04,0.0079,788.37,5.434,-214737.55,55.18
345,2016-02-05,0.008,6979.98,55.64,-207757.57,52.0
346,2016-02-06,0.007644,27910.12,239.26,-235667.69,54.83
347,2016-02-07,0.008122,82614.61,671.0,-235667.69,55.62
348,2016-02-08,0.007361,23420.35,202.1,-259088.04,62.04
349,2016-02-09,0.007388,603978.0,4539.86,344889.96,61.99
350,2016-02-10,0.008191,161863.68,1215.72,506753.64,47.56
351,2016-02-11,0.007940000000000001,115058.72,897.74,391694.92,48.48
352,2016-02-12,0.008440000000000001,61537.79,508.82,453232.71,48.51
353,2016-02-13,0.00821,145822.63,1231.21,307410.08,47.33
354,2016-02-14,0.00835,46128.55,385.56,353538.63,34.58
355,2016-02-15,0.00811,65433.19,541.05,288105.44,37.05
356,2016-02-16,0.007456,374365.15,2800.59,-86259.71,32.55
357,2016-02-17,0.008440000000000001,391387.61,3163.15,305127.9,48.84
358,2016-02-18,0.008479,14311.7,121.0,319439.6,46.0
359,2016-02-19,0.007896,841.39,6.709,318598.21,49.69
360,2016-02-20,0.008312,59464.96,473.3,378063.17,51.92
361,2016-02-21,0.00831,12514.7,103.99,365548.47,51.12
362,2016-02-22,0.00815,1002.85,8.173,364545.62,43.88
363,2016-02-23,0.00785,3803.18,30.26,360742.44,27.4
364,2016-02-24,0.008234,17138.58,133.39,377881.02,31.8
365,2016-02-25,0.008225,25587.86,207.25,352293.16,23.63
366,2016-02-26,0.0078,13205.02,103.27,339088.14,23.23
367,2016-02-27,0.008154999999999999,100.47,0.8144,339188.61,27.66
368,2016-02-28,0.0081,62315.92,500.01,276872.69,27.22
369,2016-02-29,0.008278,172648.38,1360.69,449521.07,24.89
370,2016-03-01,0.008094,18796.34,147.94,430724.73,22.4
371,2016-03-02,0.007902,351011.93,2772.82,79712.8,23.08
372,2016-03-03,0.007937999999999999,79253.54,642.03,158966.34,17.57
373,2016-03-05,0.00755,389958.06,2878.8,510352.92,25.74
374,2016-03-06,0.007672,198773.96,1527.94,709126.88,25.13
375,2016-03-07,0.0078,34483.8,267.89,743610.68,25.99
376,2016-03-08,0.0081,27050.31,217.98,770660.99,27.57
377,2016-03-09,0.008201,59133.43,481.79,829794.42,27.66
378,2016-03-10,0.009218,25815.34,221.01,855609.76,26.24
379,2016-03-11,0.008140000000000001,78227.15,654.2,777382.61,51.31
380,2016-03-12,0.008182,615.6,5.152,777998.21,51.33
381,2016-03-13,0.0083,19305.68,158.25,797303.89,51.31
382,2016-03-14,0.00787,458272.08,3777.89,339031.81,52.91
383,2016-03-15,0.008193,20854.28,164.92,359886.09,54.21
384,2016-03-16,0.0081,42786.74,346.88,317099.35,38.99
385,2016-03-17,0.008282,1230.28,10.0,318329.63,21.37
386,2016-03-18,0.00782,17379.99,136.97,300949.64,26.74
387,2016-03-19,0.00778,138882.0,1097.36,162067.64,25.86
388,2016-03-20,0.00792,308662.1,2503.24,470729.74,22.59
389,2016-03-21,0.007915,77868.96,618.58,392860.78,18.8
390,2016-03-22,0.008381,22394.1,183.68,415254.88,25.04
391,2016-03-23,0.008421,8550.39,70.07,423805.27,24.47
392,2016-03-24,0.008212,4804.86,39.0,419000.41,18.35
393,2016-03-25,0.008128,1260.68,10.16,417739.73,18.72
394,2016-03-26,0.007863,80985.28,641.0,336754.45,21.1
395,2016-03-28,0.0075,41444.51,316.84,137325.14,21.42
396,2016-03-31,0.0075,3935.98,29.3,121497.38,29.81
397,2016-04-01,0.00757,295851.7,2138.83,417349.08,29.55
398,2016-04-02,0.007478,134032.46,1014.28,283316.62,21.72
399,2016-04-03,0.0074,24150.42,180.35,259166.2,20.93
400,2016-04-04,0.007301,29197.8,216.09,229968.4,13.84
401,2016-04-06,0.006828,92917.7,655.59,172007.55,17.69
402,2016-04-07,0.006541,1450.49,9.639,170557.06,16.85
403,2016-04-08,0.006222,87864.47,597.38,82692.59,17.54
404,2016-04-09,0.0061,66691.75,402.03,16000.84,16.78
405,2016-04-10,0.006229999999999999,10164.61,63.07,26165.45,21.92
406,2016-04-11,0.005995,280731.68,1774.75,-254566.23,20.21
407,2016-04-12,0.005943,6525.93,38.57,-261092.16,17.5
408,2016-04-13,0.006367,27460.89,168.52,-233631.27,28.76
409,2016-04-15,0.006548999999999999,4636.34,30.28,-226524.28,24.06
410,2016-04-16,0.006634999999999999,11836.6,76.49,-214687.68,23.89
411,2016-04-17,0.006711,22210.48,150.36,-192477.2,18.07
412,2016-04-19,0.006951000000000001,127110.27,915.26,-308091.61,13.79
413,2016-04-20,0.0073,9859.13,74.71,-298232.48,16.48
414,2016-04-23,0.007225,4545.01,32.88,-298383.99,19.33
415,2016-04-26,0.006614,26265.05,179.98,-316002.17,17.03
416,2016-04-27,0.006735,10120.0,65.05,-305882.17,18.47
417,2016-04-29,0.006881,49.89,0.3419,-305121.48,20.51
418,2016-05-01,0.006686,225974.63,1487.11,-79156.03,20.49
419,2016-05-02,0.006455,731.25,4.763,-79887.28,18.66
420,2016-05-03,0.006261999999999999,164656.91,1031.99,-244544.19,18.21
421,2016-05-04,0.006116,76413.65,478.42,-320957.84,15.43
422,2016-05-05,0.006302,173459.59,1086.29,-147498.25,19.83
423,2016-05-06,0.006344,3585.59,23.06,-143912.66,17.86
424,2016-05-08,0.0064,2240.94,14.34,-144335.94,15.27
425,2016-05-09,0.006295,2949.36,18.65,-147285.3,13.32
426,2016-05-10,0.006089,9862.44,61.32,-157147.74,15.02
427,2016-05-11,0.006125,59503.81,365.27,-97643.93,11.79
428,2016-05-12,0.006101,744418.81,4579.44,-842062.74,11.23
