Date,close,VOLALITY7day
2017-10-11,0.0018,222.91
2017-10-12,0.00201,183.1
2017-10-13,0.00274,209.72
2017-10-14,0.00225,184.6
2017-10-15,0.00253,168.55
2017-10-16,0.00218,158.12
2017-10-17,0.0019199999999999998,131.29
2017-10-18,0.0018,128.16
2017-10-19,0.00213,99.01
2017-10-20,0.00234,89.97
2017-10-21,0.00265,90.75
2017-10-22,0.00312,82.43
2017-10-23,0.00266,89.03
2017-10-24,0.004,119.72
2017-10-25,0.00296,165.58
2017-10-26,0.00312,165.1
2017-10-27,0.0036799999999999997,167.09
2017-10-28,0.0026899999999999997,188.09
2017-10-29,0.00262,183.15
2017-10-30,0.00278,132.18
2017-10-31,0.0022199999999999998,121.28
2017-11-01,0.00212,116.99
2017-11-02,0.00217,97.41
2017-11-03,0.00218,66.01
2017-11-04,0.00248,79.61
2017-11-05,0.00183,107.57
2017-11-06,0.00231,120.0
2017-11-07,0.00236,118.79
2017-11-08,0.00243,118.82
2017-11-09,0.00228,120.94
2017-11-10,0.00225,114.41
2017-11-11,0.00185,92.33
2017-11-12,0.00215,75.5
2017-11-13,0.0025,87.54
2017-11-14,0.0023,90.54
2017-11-15,0.0022,89.68
2017-11-16,0.002,92.92
2017-11-17,0.00193,74.76
2017-11-18,0.00196,59.58
2017-11-19,0.00215,45.94
2017-11-20,0.00212,41.92
2017-11-21,0.00253,64.15
2017-11-22,0.00233,62.13
2017-11-23,0.0021,70.17
2017-11-24,0.002,72.16
2017-11-25,0.0020800000000000003,67.72
2017-11-26,0.00209,67.71
2017-11-27,0.0022600000000000003,47.09
2017-11-28,0.00215,43.99
2017-11-29,0.0022,33.24
2017-11-30,0.00206,35.95
2017-12-01,0.00202,34.53
2017-12-02,0.002,34.4
2017-12-03,0.00212,30.26
2017-12-04,0.0020399999999999997,29.11
2017-12-05,0.00386,177.78
2017-12-06,0.00364,177.24
2017-12-07,0.00404,173.38
2017-12-08,0.00439,169.29
2017-12-09,0.00414,176.43
2017-12-10,0.00496,169.97
